timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2021-07-09,126.28,129.8,125.63,129.15,129.15,23218881,0.0000,1.0
2021-07-08,123.685,127.86,122.24,127.0,127.0,38131067,0.0000,1.0
2021-07-07,130.9,131.22,127.1,129.24,129.24,28818870,0.0000,1.0
2021-07-06,127.45,128.76,124.5,128.42,128.42,27399889,0.0000,1.0
2021-07-02,124.64,127.15,124.38,126.72,126.72,23375497,0.0000,1.0
2021-07-01,122.08,123.1399,120.65,122.56,122.56,20958744,0.0000,1.0
2021-06-30,122.89,123.3,121.85,122.5,122.5,20136654,0.0000,1.0
2021-06-29,121.56,123.076,120.67,123.04,123.04,18639971,0.0000,1.0
2021-06-28,118.77,121.88,118.74,121.67,121.67,22196925,0.0000,1.0
2021-06-25,118.49,118.75,116.8499,117.51,117.51,21748284,0.0000,1.0
2021-06-24,117.74,119.49,117.19,117.88,117.88,23418115,0.0000,1.0
2021-06-23,115.57,116.96,114.925,115.75,115.75,23499225,0.0000,1.0
2021-06-22,112.31,116.05,111.97,115.55,115.55,25894679,0.0000,1.0
2021-06-21,110.63,112.8,108.39,112.41,112.41,26927136,0.0000,1.0
2021-06-18,111.41,112.578,109.68,110.39,110.39,35723632,0.0000,1.0
2021-06-17,107.96,114.08,107.93,113.09,113.09,36080887,0.0000,1.0
2021-06-16,110.62,111.6701,105.52,109.02,109.02,38891723,0.0000,1.0
2021-06-15,112.02,112.34,109.46,110.2,110.2,22527035,0.0000,1.0
2021-06-14,109.64,112.37,108.5,112.28,112.28,22705785,0.0000,1.0
2021-06-11,108.42,109.24,107.76,109.22,109.22,17084681,0.0000,1.0
2021-06-10,105.43,108.5,105.0,108.36,108.36,29301718,0.0000,1.0
2021-06-09,106.36,107.12,104.93,105.14,105.14,19450910,0.0000,1.0
2021-06-08,106.58,107.42,103.425,105.02,105.02,23236119,0.0000,1.0
2021-06-07,103.43,104.965,102.8141,104.9,104.9,15548273,0.0000,1.0
2021-06-04,100.63,104.3899,100.53,103.98,103.98,22793803,0.0000,1.0
2021-06-03,99.49,100.67,97.375,98.91,98.91,30258033,0.0000,1.0
2021-06-02,101.95,102.97,100.53,102.12,102.12,20794656,0.0000,1.0
2021-06-01,103.85,104.3,100.285,101.59,101.59,25965878,0.0000,1.0
2021-05-28,102.78,104.095,102.3,102.59,102.59,20464276,0.0000,1.0
2021-05-27,102.37,103.16,101.44,101.6,101.6,20804210,0.0000,1.0
2021-05-26,102.36,103.2386,101.72,102.8,102.8,19508732,0.0000,1.0
2021-05-25,102.748,103.44,100.63,101.77,101.77,26682211,0.0000,1.0
2021-05-24,98.55,102.34,98.22,101.28,101.28,23045421,0.0000,1.0
2021-05-21,99.54,99.932,96.11,96.45,96.45,32033317,0.0000,1.0
2021-05-20,94.07,98.86,93.83,98.07,98.07,34806607,0.0000,1.0
2021-05-19,87.65,92.99,87.33,92.71,92.71,47972426,0.0000,1.0
2021-05-18,95.21,96.28,92.19,92.37,92.37,32920989,0.0000,1.0
2021-05-17,94.51,95.1599,91.73,94.35,94.35,34635578,0.0000,1.0
2021-05-14,92.88,96.89,92.42,95.97,95.97,36065835,0.0000,1.0
2021-05-13,90.6,92.6701,88.0704,90.11,90.11,52150514,0.0000,1.0
2021-05-12,91.02,93.15,87.32,88.25,88.25,59039514,0.0000,1.0
2021-05-11,90.59,96.24,90.0,95.52,95.52,57201724,0.0000,1.0
2021-05-10,102.49,102.66,95.76,96.0,96.0,46053740,0.0000,1.0
2021-05-07,103.97,106.075,102.771,103.8,103.8,39676687,0.0000,1.0
2021-05-06,98.87,101.4801,96.79,101.32,101.32,42415817,0.0000,1.0
2021-05-05,102.04,102.85,98.4,99.15,99.15,34107293,0.0000,1.0
2021-05-04,103.45,103.69,96.45,100.32,100.32,52808459,0.0000,1.0
2021-05-03,108.76,109.49,105.43,105.9,105.9,33555534,0.0000,1.0
2021-04-30,107.29,109.8,106.69,107.66,107.66,29610092,0.0000,1.0
2021-04-29,111.86,112.23,106.58,109.72,109.72,37031096,0.0000,1.0
2021-04-28,109.39,110.4,107.9701,108.63,108.63,29737500,0.0000,1.0
2021-04-27,111.47,111.67,108.77,109.76,109.76,29828154,0.0000,1.0
2021-04-26,109.31,111.47,108.55,111.22,111.22,24994160,0.0000,1.0
2021-04-23,105.72,110.3199,105.72,109.06,109.06,26970926,0.0000,1.0
2021-04-22,108.67,109.63,103.94,105.1,105.1,43712062,0.0000,1.0
2021-04-21,105.0,109.23,104.02,109.07,109.07,27764289,0.0000,1.0
2021-04-20,108.05,109.32,104.39,106.38,106.38,39570943,0.0000,1.0
2021-04-19,110.15,111.37,106.75,108.76,108.76,39792049,0.0000,1.0
2021-04-16,111.91,111.99,109.9,111.81,111.81,29371976,0.0000,1.0
2021-04-15,109.37,111.77,109.24,111.34,111.34,30199524,0.0000,1.0
2021-04-14,110.79,110.93,105.76,106.63,106.63,40306857,0.0000,1.0
2021-04-13,108.38,111.0,108.12,110.51,110.51,28755511,0.0000,1.0
2021-04-12,106.3,107.24,104.98,106.85,106.85,27407993,0.0000,1.0
2021-04-09,104.02,107.46,103.32,107.27,107.27,32359550,0.0000,1.0
2021-04-08,104.92,105.54,104.1,105.36,105.36,28404830,0.0000,1.0
2021-04-07,101.0295,102.98,100.1,102.17,102.17,24746756,0.0000,1.0
2021-04-06,101.36,103.28,100.71,101.42,101.42,30151714,0.0000,1.0
2021-04-05,98.21,102.38,97.9714,101.66,101.66,32634927,0.0000,1.0
2021-04-01,94.635,96.03,94.42,95.9,95.9,36271826,0.0000,1.0
2021-03-31,88.79,92.6,88.51,91.26,91.26,40492169,0.0000,1.0
2021-03-30,86.95,87.79,84.96,87.34,87.34,37087440,0.0000,1.0
2021-03-29,88.24,89.54,85.72,88.6,88.6,47647291,0.0000,1.0
2021-03-26,84.72,88.97,83.53,88.65,88.65,53765118,0.0000,1.0
2021-03-25,83.82,86.18,81.65,84.9,84.9,59968597,0.0000,1.0
2021-03-24,91.09,91.12,85.25,85.36,85.36,47620933,0.0000,1.0
2021-03-23,92.05,93.2299,89.17,89.9,89.9,46945189,0.0000,1.0
2021-03-22,88.29,92.87,88.29,91.09,91.09,35275291,0.0000,1.0
2021-03-19,85.25,87.55,83.4,86.48,86.48,48321643,0.0000,1.0
2021-03-18,89.61,90.5,84.95,85.39,85.39,57377449,0.0000,1.0
2021-03-17,90.12,95.73,88.61,94.02,94.02,49092653,0.0000,1.0
2021-03-16,93.34,95.99,91.6,92.85,92.85,42192561,0.0000,1.0
2021-03-15,88.81,91.51,87.38,91.35,91.35,31834877,0.0000,1.0
2021-03-12,87.17,88.67,85.07,88.52,88.52,41647481,0.0000,1.0
2021-03-11,89.02,92.26,88.14,90.78,90.78,39733932,0.0000,1.0
2021-03-10,89.26,89.5,84.31,84.89,84.89,50842805,0.0000,1.0
2021-03-09,82.4665,87.15,81.93,85.62,85.62,43357274,0.0000,1.0
2021-03-08,83.28,84.85,76.27,76.6,76.6,58932878,0.0000,1.0
2021-03-05,82.29,84.47,75.03,83.76,83.76,84164145,0.0000,1.0
2021-03-04,83.97,86.64,76.88,80.17,80.17,108009257,0.0000,1.0
2021-03-03,91.37,92.2,84.245,84.34,84.34,57885647,0.0000,1.0
2021-03-02,97.54,97.685,92.1,92.35,92.35,37923288,0.0000,1.0
2021-03-01,93.36,97.3078,92.19,97.0,97.0,33426758,0.0000,1.0
2021-02-26,90.385,93.16,86.25,89.22,89.22,50829755,0.0000,1.0
2021-02-25,95.62,98.07,86.45,87.9,87.9,58223738,0.0000,1.0
2021-02-24,93.24,98.47,90.9,98.15,98.15,30760461,0.0000,1.0
2021-02-23,91.78,97.36,86.42,95.84,95.84,49818708,0.0000,1.0
2021-02-22,100.54,101.8,96.5,96.7,96.7,32127351,0.0000,1.0
2021-02-19,107.64,107.68,103.86,104.82,104.82,23344315,0.0000,1.0
2021-02-18,104.06,106.96,102.28,106.22,106.22,27550497,0.0000,1.0
2021-02-17,106.23,107.94,104.01,107.67,107.67,26421722,0.0000,1.0
2021-02-16,110.96,111.8599,108.08,109.19,109.19,22165937,0.0000,1.0
2021-02-12,107.58,110.3,106.44,110.11,110.11,19367931,0.0000,1.0
2021-02-11,108.16,108.74,105.96,108.27,108.27,24714995,0.0000,1.0
2021-02-10,108.78,109.2,103.46,106.55,106.55,30693871,0.0000,1.0
2021-02-09,106.48,108.57,106.48,107.31,107.31,16305856,0.0000,1.0
2021-02-08,106.96,107.5501,105.3486,107.36,107.36,19248749,0.0000,1.0
2021-02-05,105.2,106.29,103.57,105.3,105.3,21653822,0.0000,1.0
2021-02-04,102.04,104.3,100.75,104.21,104.21,18202225,0.0000,1.0
2021-02-03,103.93,104.23,100.65,100.65,100.65,23793010,0.0000,1.0
2021-02-02,99.89,102.9599,99.76,101.82,101.82,22503725,0.0000,1.0
2021-02-01,93.55,98.03,91.74,97.12,97.12,26414874,0.0000,1.0
2021-01-29,94.9,95.92,88.75,90.47,90.47,46069619,0.0000,1.0
2021-01-28,95.89,101.0,95.35,96.48,96.48,22505426,0.0000,1.0
2021-01-27,101.26,101.3,93.0,95.08,95.08,47225177,0.0000,1.0
2021-01-26,103.72,104.58,102.175,103.42,103.42,22742235,0.0000,1.0
2021-01-25,103.76,105.0682,96.8,103.31,103.31,38292555,0.0000,1.0
2021-01-22,100.41,101.52,99.8801,100.52,100.52,20350705,0.0000,1.0
2021-01-21,100.25,102.14,99.0,101.44,101.44,22958832,0.0000,2.0
2021-01-20,191.71,199.7699,191.06,197.96,98.98,15217044,0.0000,1.0
2021-01-19,181.45,186.07,179.6,185.06,92.53,15120917,0.0000,1.0
2021-01-15,181.41,183.13,175.08,177.37,88.685,17711486,0.0000,1.0
2021-01-14,185.5,187.34,180.96,181.79,90.895,14779450,0.0000,1.0
2021-01-13,181.57,186.19,180.5042,184.6,92.3,13593754,0.0000,1.0
2021-01-12,182.12,184.01,176.4,181.08,90.54,17604849,0.0000,1.0
2021-01-11,184.81,186.94,180.81,181.87,90.935,17662788,0.0000,1.0
2021-01-08,187.31,190.88,183.4,190.28,95.14,19101913,0.0000,1.0
2021-01-07,175.37,184.65,175.35,183.18,91.59,15461886,0.0000,1.0
2021-01-06,169.9,178.34,168.22,170.84,85.42,26341321,0.0000,1.0
2021-01-05,172.28,178.555,172.28,178.21,89.105,14839050,0.0000,1.0
2021-01-04,184.08,184.388,166.83,173.85,86.925,24684021,0.0000,1.0
2020-12-31,180.27,182.48,178.33,181.8,90.9,13338523,0.0000,1.0
2020-12-30,182.45,183.0,179.27,180.39,90.195,13100866,0.0000,1.0
2020-12-29,182.35,183.4,178.81,180.42,90.21,15142844,0.0000,1.0
2020-12-28,179.16,180.755,176.03,179.89,89.945,14434188,0.0000,1.0
2020-12-24,172.91,175.44,172.72,174.65,87.325,9633222,0.0000,1.0
2020-12-23,175.04,175.76,172.18,172.41,86.205,14929296,0.0003,1.0
2020-12-22,175.3,176.71,170.175,175.05,87.5248563335,20251104,0.0000,1.0
2020-12-21,169.57,174.62,164.68,173.68,86.8398574579,25449588,0.0000,1.0
2020-12-18,177.56,177.91,170.53,174.33,87.1648569245,21094514,0.0000,1.0
2020-12-17,175.65,176.675,173.59,176.25,88.1248553487,17409427,0.0000,1.0
2020-12-16,170.77,174.25,168.98,172.71,86.354858254,17198808,0.0000,1.0
2020-12-15,168.58,170.01,164.92,169.86,84.9298605931,19747846,0.0000,1.0
2020-12-14,163.23,168.05,163.17,164.74,82.3698647951,18335559,0.0000,1.0
2020-12-11,159.65,161.53,155.9,161.3,80.6498676184,21227446,0.0000,1.0
2020-12-10,157.04,164.2667,155.26,162.44,81.2198666828,21668322,0.0000,1.0
2020-12-09,171.84,172.26,158.62,160.47,80.2348682996,30609841,0.0000,1.0
2020-12-08,169.65,172.68,166.61,171.99,85.9948588449,16740720,0.0000,1.0
2020-12-07,167.9,171.02,167.6,170.43,85.2148601253,15503468,0.0000,1.0
2020-12-04,165.6,167.84,164.51,167.59,83.7948624561,15886007,0.0000,1.0
2020-12-03,165.29,168.19,164.351,165.56,82.7798641221,19682707,0.0000,1.0
2020-12-02,162.21,165.4413,159.18,164.89,82.444864672,18266164,0.0000,1.0
2020-12-01,161.79,166.95,160.1001,164.23,82.1148652137,21140760,0.0000,1.0
2020-11-30,157.72,158.7801,150.58,158.02,79.0098703103,23077764,0.0000,1.0
2020-11-27,156.04,159.0699,155.53,157.21,78.6048709751,11615939,0.0000,1.0
2020-11-25,151.72,154.01,150.45,153.03,76.5148744057,16084705,0.0000,1.0
2020-11-24,145.82,151.03,143.07,150.2,75.0998767284,19082132,0.0000,1.0
2020-11-23,145.82,147.74,140.76,144.3,72.1498815706,22382601,0.0000,1.0
2020-11-20,147.05,148.27,144.12,144.27,72.1348815952,16249183,0.0000,1.0
2020-11-19,142.91,147.69,141.96,147.26,73.6298791413,19917724,0.0000,1.0
2020-11-18,146.26,148.75,143.7,143.7,71.849882063,19292656,0.0000,1.0
2020-11-17,148.8,149.3599,146.13,147.11,73.5548792644,22837952,0.0000,1.0
2020-11-16,144.75,149.01,143.744,148.48,74.23987814,26718628,0.0000,1.0
2020-11-13,143.78,146.08,140.66,145.14,72.5698808812,26224313,0.0000,1.0
2020-11-12,144.85,146.92,139.72,141.43,70.714883926,35964275,0.0000,1.0
2020-11-11,138.07,144.19,137.48,143.53,71.7648822025,31707685,0.0000,1.0
2020-11-10,137.14,139.25,130.35,134.49,67.2448896218,42166659,0.0000,1.0
2020-11-09,155.68,158.38,141.48,142.16,71.0798833269,41466382,0.0000,1.0
2020-11-06,149.87,152.57,144.06,151.4,75.6998757435,33787822,0.0000,1.0
2020-11-05,149.66,152.55,147.59,150.89,75.4448761621,37533141,0.0000,1.0
2020-11-04,135.59,142.64,133.32,140.08,70.039885034,42296929,0.0000,1.0
2020-11-03,119.98,126.4093,118.6,123.4,61.6998987236,33742329,0.0000,1.0
2020-11-02,119.79,122.09,113.61,117.49,58.744903574,37783982,0.0000,1.0
2020-10-30,123.55,124.73,113.55,117.45,58.7249036068,57791438,0.0000,1.0
2020-10-29,121.94,130.46,121.24,126.23,63.1148964009,34546840,0.0000,1.0
2020-10-28,129.42,130.24,119.8002,120.12,60.0599014155,46180040,0.0000,1.0
2020-10-27,134.27,137.2,132.52,136.09,68.0448883087,27982503,0.0000,1.0
2020-10-26,135.77,139.98,127.49,132.95,66.4748908857,39639153,0.0000,1.0
2020-10-23,139.41,139.43,134.89,139.3,69.6498856742,23885971,0.0000,1.0
2020-10-22,139.7,141.0034,133.47,138.49,69.2448863389,29895401,0.0000,1.0
2020-10-21,139.09,143.01,137.72,138.42,69.2098863964,30321574,0.0000,1.0
2020-10-20,138.98,143.4,136.5876,138.78,69.3898861009,34338766,0.0000,1.0
2020-10-19,148.04,149.51,136.36,137.89,68.9448868314,34694371,0.0000,1.0
2020-10-16,150.07,152.269,144.5,145.1,72.549880914,28512138,0.0000,1.0
2020-10-15,143.02,148.39,141.94,147.36,73.6798790592,31134568,0.0000,1.0
2020-10-14,155.66,157.2,147.65,150.47,75.2348765068,37246374,0.0000,1.0
2020-10-13,157.2,158.33,152.15,154.28,77.1398733798,35482699,0.0000,1.0
2020-10-12,148.4,158.73,146.86,154.26,77.1298733962,36764645,0.0000,1.0
2020-10-09,137.54,141.385,136.96,141.1,70.5498841969,24408944,0.0000,1.0
2020-10-08,136.45,136.6067,133.54,135.09,67.5448891294,24736712,0.0000,1.0
2020-10-07,130.17,134.11,129.38,133.13,66.564890738,28136122,0.0000,1.0
2020-10-06,132.39,135.12,125.15,126.48,63.2398961958,43206139,0.0000,1.0
2020-10-05,128.47,134.1,128.25,133.66,66.829890303,26348837,0.0000,1.0
2020-10-02,128.12,133.63,124.33,125.73,62.8648968113,49944171,0.0000,1.0
2020-10-01,136.57,138.07,133.78,137.03,68.5148875372,34834496,0.0000,1.0
2020-09-30,128.59,135.52,128.25,130.9,65.4498925682,42346042,0.0000,1.0
2020-09-29,129.48,130.8389,127.53,128.36,64.1798946528,27847174,0.0000,1.0
2020-09-28,129.29,130.0,125.57,129.72,64.8598935366,34166401,0.0000,1.0
2020-09-25,115.07,123.56,113.05,122.46,61.229899495,40559848,0.0000,1.0
2020-09-24,109.69,118.71,109.17,114.44,57.2199060772,46879541,0.0000,1.0
2020-09-23,123.85,124.15,111.71,112.79,56.3949074314,50688430,0.0000,1.0
2020-09-22,121.2,125.13,116.46,124.3,62.1498979849,39383335,0.0000,1.0
2020-09-21,111.23,117.95,108.1,117.86,58.9299032703,46914347,0.0000,1.0
2020-09-18,122.86,123.4498,110.762,116.48,58.2399044029,57880328,0.0000,1.0
2020-09-17,117.21,123.96,116.05,121.16,60.579900562,55855636,0.0000,1.0
2020-09-16,134.53,135.32,126.59,127.01,63.5048957608,38396661,0.0000,1.0
2020-09-15,133.33,135.4204,130.96,133.42,66.7098905,37611177,0.0000,1.0
2020-09-14,127.0,130.81,125.08,127.98,63.9898949647,33629148,0.0000,1.0
2020-09-11,127.0,128.19,116.81,121.71,60.8549001106,48224732,0.0000,1.0
2020-09-10,136.5195,138.39,121.74,124.43,62.2148978782,58242060,0.0000,1.0
2020-09-09,129.03,135.2,125.67,132.07,66.0348916079,36294038,0.0000,1.0
2020-09-08,124.95,133.97,121.06,121.62,60.8099001844,53353056,0.0000,1.0
2020-09-04,145.38,150.3,123.86,141.64,70.8198837537,70185107,0.0000,1.0
2020-09-03,166.73,167.4,142.82,147.73,73.8648787555,55378115,0.0000,1.0
2020-09-02,175.48,175.67,164.6735,174.53,87.2648567603,36171219,0.0000,1.0
2020-09-01,165.92,169.97,162.95,169.74,84.8698606915,24230024,0.0000,1.0
2020-08-31,158.54,164.54,157.82,161.36,80.6798675692,22549759,0.0000,1.0
2020-08-28,157.29,158.7299,155.15,157.71,78.8548705648,24768174,0.0000,1.0
2020-08-27,158.58,159.87,151.58,155.31,77.6548725345,37825254,0.0000,1.0
2020-08-26,149.27,157.05,149.08,156.73,78.3648713691,27457916,0.0000,1.0
2020-08-25,142.83,147.45,142.07,147.3,73.6498791084,21569630,0.0000,1.0
2020-08-24,146.21,147.559,140.44,143.94,71.969881866,31422964,0.0000,1.0
2020-08-21,138.66,142.01,137.795,141.32,70.6598840163,20535029,0.0000,1.0
2020-08-20,131.75,139.19,131.17,138.43,69.2148863882,19096842,0.0000,1.0
2020-08-19,135.5876,137.21,132.29,132.96,66.4798908775,25730897,0.0000,1.0
2020-08-18,133.43,136.4001,131.29,135.61,67.8048887026,18664166,0.0000,1.0
2020-08-17,129.87,132.36,129.66,131.74,65.8698918788,15533901,0.0000,1.0
2020-08-14,128.66,129.19,125.41,127.53,63.764895334,24967200,0.0000,1.0
2020-08-13,128.08,131.18,126.53,127.9,63.9498950303,29285179,0.0000,1.0
2020-08-12,121.1,128.36,121.1,127.01,63.5048957608,27730532,0.0000,1.0
2020-08-11,123.56,125.45,117.39,118.17,59.0849030159,38784151,0.0000,1.0
2020-08-10,127.27,127.61,120.168,125.28,62.6398971806,31788879,0.0000,1.0
2020-08-07,130.62,131.82,123.69,126.99,63.4948957772,37088492,0.0000,1.0
2020-08-06,126.11,131.93,125.22,131.28,65.6398922563,24008004,0.0000,1.0
2020-08-05,126.15,127.07,124.91,126.44,63.2198962286,20370400,0.0000,1.0
2020-08-04,123.32,125.62,122.34,125.44,62.7198970493,26375983,0.0000,1.0
2020-08-03,122.25,125.13,122.06,123.83,61.9148983707,27233502,0.0000,1.0
2020-07-31,119.32,119.5,112.8804,119.38,59.6899020228,45000596,0.0000,1.0
2020-07-30,108.9,113.97,107.36,113.27,56.6349070374,37775023,0.0000,1.0
2020-07-29,109.69,112.61,109.15,111.46,55.7299085229,24285066,0.0000,1.0
2020-07-28,111.08,111.71,107.37,107.79,53.8949115349,29837821,0.0000,1.0
2020-07-27,108.59,112.55,107.48,112.0,55.9999080797,33452963,0.0000,1.0
2020-07-24,104.51,108.16,101.01,106.29,53.144912766,44652330,0.0000,1.0
2020-07-23,118.31,119.24,107.57,109.53,54.7649101069,42081071,0.0000,1.0
2020-07-22,118.17,120.13,115.65,118.84,59.419902466,28473633,0.0000,1.0
2020-07-21,123.59,123.67,116.4,117.48,58.7399035822,36959147,0.0000,1.0
2020-07-20,112.8,122.23,111.09,121.36,60.6799003978,31452708,0.0000,1.0
2020-07-17,112.16,113.04,109.0,111.84,55.919908211,28876528,0.0000,1.0
2020-07-16,110.04,112.36,106.99,111.32,55.6599086378,37496327,0.0000,1.0
2020-07-15,114.86,116.22,109.39,113.76,56.8799066353,45942080,0.0000,1.0
2020-07-14,107.59,113.72,103.39,113.2,56.5999070949,57465202,0.0000,1.0
2020-07-13,122.05,125.95,109.69,110.85,55.4249090236,46822359,0.0000,1.0
2020-07-10,115.42,118.45,111.89,118.15,59.0749030323,30347584,0.0000,1.0
2020-07-09,115.41,116.67,109.86,115.7,57.8499050431,39699546,0.0000,1.0
2020-07-08,110.43,112.94,108.49,112.88,56.4399073575,29994414,0.0000,1.0
2020-07-07,110.55,114.16,108.24,108.7,54.3499107881,30762102,0.0000,1.0
2020-07-06,107.3,111.58,107.29,110.88,55.4399089989,26497945,0.0000,1.0
2020-07-02,104.29,105.87,102.74,103.29,51.6449152282,28518773,0.0000,1.0
2020-07-01,97.86,102.47,97.24,101.14,50.5699169927,31517211,0.0000,1.0
2020-06-30,92.32,98.48,92.13,97.65,48.824919857,31423591,0.0000,1.0
2020-06-29,89.21,92.43,86.28,92.34,46.169924215,32451160,0.0000,1.0
2020-06-26,96.02,96.3,88.9,89.48,44.7399265623,46992639,0.0000,1.0
2020-06-25,93.91,96.72,90.74,96.41,48.2049208747,37712913,0.0000,1.0
2020-06-24,98.9,100.47,91.85,93.92,46.9599229183,49102670,0.0000,1.0
2020-06-23,99.37,102.62,98.66,99.8,49.8999180925,29362285,0.0000,1.0
2020-06-22,93.91,97.55,93.51,97.26,48.6299201771,27516652,0.0000,1.0
2020-06-19,96.97,97.23,91.96,93.92,46.9599229183,36243750,0.0000,1.0
2020-06-18,92.94,94.36,92.04,94.05,47.0249228116,26598237,0.0000,1.0
2020-06-17,94.17,95.46,92.4,93.33,46.6649234025,32357272,0.0000,1.0
2020-06-16,93.39,94.12,88.31,92.43,46.2149241412,47902223,0.0000,1.0
2020-06-15,81.08,88.68,80.06,87.79,43.8949279493,49773106,0.0000,1.0
2020-06-12,88.29,89.65,80.43,84.8,42.3999304032,51484643,0.0000,1.0
2020-06-11,92.58,94.21,82.82,83.0,41.4999318805,47916499,0.0000,1.0
2020-06-10,95.96,99.22,95.38,97.33,48.6649201196,37863884,0.0000,1.0
2020-06-09,90.89,94.98,90.74,93.94,46.9699229019,26647437,0.0000,1.0
2020-06-08,89.59,92.08,87.9,91.89,45.9449245843,27318055,0.0000,1.0
2020-06-05,85.9,90.53,85.5,89.89,44.9449262258,35174293,0.0000,1.0
2020-06-04,86.23,87.88,83.36,84.86,42.429930354,33301050,0.0000,1.0
2020-06-03,86.15,87.49,85.21,86.62,43.3099289095,26879177,0.0000,1.0
2020-06-02,84.24,85.55,81.64,85.46,42.7299298616,31339270,0.0000,1.0
2020-06-01,82.06,84.24,81.63,83.79,41.8949312321,26395290,0.0000,1.0
2020-05-29,80.04,83.32,78.32,82.77,41.3849320693,44868411,0.0000,1.0
2020-05-28,78.6,83.21,78.55,79.49,39.7449347612,38153137,0.0000,1.0
2020-05-27,78.11,80.04,73.38,80.0,39.9999343427,43411371,0.0000,1.0
2020-05-26,83.05,83.32,78.38,78.89,39.4449352537,30650276,0.0000,1.0
2020-05-22,78.09,79.49,77.05,79.22,39.6099349828,26208116,0.0000,1.0
2020-05-21,81.24,81.92,77.93,78.51,39.2549355655,39455878,0.0000,1.0
2020-05-20,79.21,81.51,79.21,81.0,40.4999335219,35676985,0.0000,1.0
2020-05-19,77.38,79.57,76.4,76.52,38.2599371988,32678816,0.0000,1.0
2020-05-18,76.0,78.2,75.22,77.11,38.5549367145,37203870,0.0000,1.0
2020-05-15,68.71,73.1,68.29,72.89,36.444940178,44725837,0.0000,1.0
2020-05-14,68.04,71.69,66.11,71.66,35.8299411874,50374897,0.0000,1.0
2020-05-13,72.59,74.45,66.76,69.36,34.6799430751,61389904,0.0000,1.0
2020-05-12,77.47,78.13,72.03,72.09,36.0449408345,42420413,0.0000,1.0
2020-05-11,73.47,77.9,73.25,76.65,38.3249370921,33672968,0.0000,1.0
2020-05-08,73.55,74.95,72.52,74.79,37.3949386186,32854605,0.0000,1.0
2020-05-07,71.83,72.75,70.57,71.89,35.9449409987,36186236,0.0000,1.0
